,Order ID,Product,Quantity Ordered,Price Each,Order Date1,Street,city,Address,Total_price
127632,201646,Bose SoundSport Headphones,1.0,99.99,05/13/19,853 Madison St, New York City, NY 10001,99.99
127633,201647,iPhone,1.0,700.0,05/20/19,808 River St, Boston, MA 02215,700.0
127634,201648,iPhone,1.0,700.0,05/02/19,465 9th St, Austin, TX 73301,700.0
127635,201649,Apple Airpods Headphones,1.0,150.0,05/02/19,808 Jefferson St, San Francisco, CA 94016,150.0
127636,201650,34in Ultrawide Monitor,1.0,379.99,05/07/19,999 Maple St, Boston, MA 02215,379.99
127637,201651,Wired Headphones,1.0,11.99,05/29/19,988 Elm St, Boston, MA 02215,11.99
127638,201652,AAA Batteries (4-pack),1.0,2.99,05/30/19,118 Church St, Austin, TX 73301,2.99
127639,201653,iPhone,1.0,700.0,05/21/19,454 12th St, New York City, NY 10001,700.0
127640,201654,20in Monitor,1.0,109.99,05/14/19,790 Highland St, San Francisco, CA 94016,109.99
127641,201655,AAA Batteries (4-pack),3.0,2.99,05/10/19,368 Meadow St, San Francisco, CA 94016,8.97
127642,201656,USB-C Charging Cable,1.0,11.95,05/13/19,117 Pine St, Seattle, WA 98101,11.95
127643,201657,Wired Headphones,1.0,11.99,05/05/19,569 Chestnut St, San Francisco, CA 94016,11.99
127644,201658,Macbook Pro Laptop,1.0,1700.0,05/11/19,948 9th St, San Francisco, CA 94016,1700.0
127645,201659,iPhone,1.0,700.0,05/29/19,977 Park St, Austin, TX 73301,700.0
127646,201660,Macbook Pro Laptop,1.0,1700.0,05/02/19,89 Wilson St, San Francisco, CA 94016,1700.0
127647,201661,USB-C Charging Cable,1.0,11.95,05/10/19,222 8th St, San Francisco, CA 94016,11.95
127648,201662,AAA Batteries (4-pack),1.0,2.99,05/22/19,888 9th St, San Francisco, CA 94016,2.99
127649,201663,20in Monitor,1.0,109.99,05/18/19,40 Sunset St, San Francisco, CA 94016,109.99
127650,201664,ThinkPad Laptop,1.0,999.99,05/25/19,965 Meadow St, San Francisco, CA 94016,999.99
127651,201665,34in Ultrawide Monitor,1.0,379.99,05/01/19,692 5th St, Los Angeles, CA 90001,379.99
127652,201666,Flatscreen TV,1.0,300.0,05/01/19,525 Wilson St, Seattle, WA 98101,300.0
127653,201667,AAA Batteries (4-pack),1.0,2.99,05/15/19,365 Hill St, Boston, MA 02215,2.99
127654,201668,Bose SoundSport Headphones,1.0,99.99,05/24/19,327 2nd St, Los Angeles, CA 90001,99.99
127655,201669,Wired Headphones,1.0,11.99,05/14/19,964 14th St, Boston, MA 02215,11.99
127656,201670,iPhone,1.0,700.0,05/28/19,57 Park St, Boston, MA 02215,700.0
127657,201671,Vareebadd Phone,1.0,400.0,05/02/19,522 Center St, San Francisco, CA 94016,400.0
127658,201672,27in 4K Gaming Monitor,1.0,389.99,05/13/19,622 Chestnut St, Seattle, WA 98101,389.99
127659,201672,Wired Headphones,1.0,11.99,05/13/19,622 Chestnut St, Seattle, WA 98101,11.99
127660,201673,Wired Headphones,1.0,11.99,05/22/19,964 Park St, Portland, OR 97035,11.99
127661,201674,USB-C Charging Cable,1.0,11.95,05/24/19,222 Walnut St, Los Angeles, CA 90001,11.95
127662,201675,Lightning Charging Cable,1.0,14.95,05/24/19,203 Chestnut St, Portland, OR 97035,14.95
127663,201676,Vareebadd Phone,1.0,400.0,05/12/19,358 Forest St, Los Angeles, CA 90001,400.0
127664,201676,AAA Batteries (4-pack),1.0,2.99,05/12/19,358 Forest St, Los Angeles, CA 90001,2.99
127665,201677,Lightning Charging Cable,1.0,14.95,05/02/19,300 West St, New York City, NY 10001,14.95
127666,201678,Flatscreen TV,1.0,300.0,05/11/19,620 Dogwood St, Dallas, TX 75001,300.0
127667,201679,27in FHD Monitor,1.0,149.99,05/14/19,130 Meadow St, Boston, MA 02215,149.99
127668,201680,Wired Headphones,1.0,11.99,05/06/19,869 4th St, Los Angeles, CA 90001,11.99
127669,201681,Bose SoundSport Headphones,1.0,99.99,05/28/19,318 River St, Boston, MA 02215,99.99
127670,201682,AA Batteries (4-pack),1.0,3.84,05/14/19,947 Meadow St, Boston, MA 02215,3.84
127671,201683,AAA Batteries (4-pack),1.0,2.99,05/10/19,662 Walnut St, Los Angeles, CA 90001,2.99
127672,201684,AAA Batteries (4-pack),2.0,2.99,05/30/19,106 Washington St, Los Angeles, CA 90001,5.98
127673,201685,AAA Batteries (4-pack),5.0,2.99,05/27/19,666 Madison St, Los Angeles, CA 90001,14.950000000000001
127674,201686,Apple Airpods Headphones,1.0,150.0,05/28/19,919 Willow St, Boston, MA 02215,150.0
127675,201687,Wired Headphones,1.0,11.99,05/10/19,572 6th St, Dallas, TX 75001,11.99
127676,201688,AAA Batteries (4-pack),5.0,2.99,05/17/19,534 Elm St, San Francisco, CA 94016,14.950000000000001
127677,201689,AAA Batteries (4-pack),1.0,2.99,05/29/19,558 Highland St, San Francisco, CA 94016,2.99
127678,201690,USB-C Charging Cable,1.0,11.95,05/09/19,817 Sunset St, Los Angeles, CA 90001,11.95
127679,201691,Wired Headphones,1.0,11.99,05/10/19,564 Chestnut St, New York City, NY 10001,11.99
127680,201692,Wired Headphones,1.0,11.99,05/04/19,186 2nd St, San Francisco, CA 94016,11.99
127681,201693,Apple Airpods Headphones,1.0,150.0,05/13/19,947 6th St, New York City, NY 10001,150.0
127682,201694,Apple Airpods Headphones,1.0,150.0,05/17/19,976 Jackson St, Seattle, WA 98101,150.0
127683,201695,Apple Airpods Headphones,1.0,150.0,05/04/19,703 Lakeview St, New York City, NY 10001,150.0
127684,201696,Wired Headphones,1.0,11.99,05/21/19,163 Cherry St, Boston, MA 02215,11.99
127685,201697,Lightning Charging Cable,1.0,14.95,05/30/19,802 10th St, Portland, OR 97035,14.95
127686,201698,iPhone,1.0,700.0,05/07/19,814 Washington St, San Francisco, CA 94016,700.0
127687,201699,27in FHD Monitor,1.0,149.99,05/06/19,66 Pine St, New York City, NY 10001,149.99
127688,201700,AA Batteries (4-pack),2.0,3.84,05/01/19,938 South St, San Francisco, CA 94016,7.68
127689,201700,20in Monitor,1.0,109.99,05/01/19,938 South St, San Francisco, CA 94016,109.99
127690,201701,20in Monitor,1.0,109.99,05/24/19,475 Madison St, Los Angeles, CA 90001,109.99
127691,201702,AA Batteries (4-pack),1.0,3.84,05/02/19,886 13th St, Los Angeles, CA 90001,3.84
127692,201703,27in 4K Gaming Monitor,1.0,389.99,05/14/19,795 Walnut St, Boston, MA 02215,389.99
127693,201704,Macbook Pro Laptop,1.0,1700.0,05/17/19,705 Madison St, New York City, NY 10001,1700.0
127694,201705,27in 4K Gaming Monitor,1.0,389.99,05/13/19,53 Sunset St, Austin, TX 73301,389.99
127695,201706,iPhone,1.0,700.0,05/28/19,935 Meadow St, Portland, OR 97035,700.0
127696,201707,27in FHD Monitor,1.0,149.99,05/03/19,611 North St, Portland, OR 97035,149.99
127697,201708,USB-C Charging Cable,1.0,11.95,05/02/19,101 4th St, Dallas, TX 75001,11.95
127698,201708,LG Dryer,1.0,600.0,05/02/19,101 4th St, Dallas, TX 75001,600.0
127699,201709,AA Batteries (4-pack),1.0,3.84,05/18/19,49 Forest St, Dallas, TX 75001,3.84
127700,201710,27in 4K Gaming Monitor,1.0,389.99,05/03/19,733 Jefferson St, San Francisco, CA 94016,389.99
127701,201711,Wired Headphones,3.0,11.99,05/03/19,875 1st St, New York City, NY 10001,35.97
127702,201712,Bose SoundSport Headphones,1.0,99.99,05/27/19,327 7th St, Dallas, TX 75001,99.99
127703,201713,AAA Batteries (4-pack),3.0,2.99,05/21/19,845 Willow St, Dallas, TX 75001,8.97
127704,201714,Apple Airpods Headphones,1.0,150.0,05/23/19,582 Jefferson St, San Francisco, CA 94016,150.0
127705,201715,AAA Batteries (4-pack),1.0,2.99,05/30/19,524 11th St, Austin, TX 73301,2.99
127706,201716,iPhone,1.0,700.0,05/22/19,915 Meadow St, New York City, NY 10001,700.0
127707,201717,Wired Headphones,1.0,11.99,05/06/19,600 Johnson St, San Francisco, CA 94016,11.99
127708,201718,AAA Batteries (4-pack),3.0,2.99,05/13/19,633 Madison St, New York City, NY 10001,8.97
127709,201719,AAA Batteries (4-pack),1.0,2.99,05/28/19,503 10th St, Boston, MA 02215,2.99
127710,201720,Vareebadd Phone,1.0,400.0,05/14/19,867 Walnut St, Austin, TX 73301,400.0
127711,201720,USB-C Charging Cable,1.0,11.95,05/14/19,867 Walnut St, Austin, TX 73301,11.95
127712,201721,AA Batteries (4-pack),1.0,3.84,05/12/19,733 South St, New York City, NY 10001,3.84
127713,201722,Lightning Charging Cable,1.0,14.95,05/19/19,243 Wilson St, Portland, OR 97035,14.95
127714,201723,AAA Batteries (4-pack),2.0,2.99,05/28/19,22 Main St, New York City, NY 10001,5.98
127715,201724,ThinkPad Laptop,1.0,999.99,05/22/19,785 14th St, San Francisco, CA 94016,999.99
127716,201725,Macbook Pro Laptop,1.0,1700.0,05/10/19,427 Church St, Boston, MA 02215,1700.0
127717,201726,AA Batteries (4-pack),3.0,3.84,05/07/19,453 Madison St, San Francisco, CA 94016,11.52
127718,201727,AAA Batteries (4-pack),1.0,2.99,05/08/19,659 2nd St, New York City, NY 10001,2.99
127719,201728,Macbook Pro Laptop,1.0,1700.0,05/23/19,380 Center St, San Francisco, CA 94016,1700.0
127720,201729,Apple Airpods Headphones,1.0,150.0,05/17/19,768 South St, Austin, TX 73301,150.0
127721,201729,Lightning Charging Cable,1.0,14.95,05/17/19,768 South St, Austin, TX 73301,14.95
127722,201730,Bose SoundSport Headphones,1.0,99.99,05/07/19,868 Jefferson St, Seattle, WA 98101,99.99
127723,201730,AAA Batteries (4-pack),3.0,2.99,05/07/19,868 Jefferson St, Seattle, WA 98101,8.97
127724,201731,USB-C Charging Cable,1.0,11.95,05/20/19,116 12th St, Seattle, WA 98101,11.95
127725,201732,AA Batteries (4-pack),1.0,3.84,05/17/19,279 6th St, San Francisco, CA 94016,3.84
127726,201733,Google Phone,1.0,600.0,05/08/19,107 13th St, New York City, NY 10001,600.0
127727,201734,Google Phone,1.0,600.0,05/19/19,347 Madison St, Seattle, WA 98101,600.0
127728,201735,Lightning Charging Cable,1.0,14.95,05/22/19,964 Lakeview St, Portland, OR 97035,14.95
127729,201736,AAA Batteries (4-pack),1.0,2.99,05/01/19,351 Lakeview St, New York City, NY 10001,2.99
127730,201737,Bose SoundSport Headphones,1.0,99.99,05/28/19,315 Pine St, Boston, MA 02215,99.99
127731,201738,Lightning Charging Cable,1.0,14.95,05/19/19,238 Walnut St, Atlanta, GA 30301,14.95
127732,201739,AA Batteries (4-pack),1.0,3.84,05/11/19,515 Ridge St, New York City, NY 10001,3.84
127733,201740,Google Phone,1.0,600.0,05/31/19,4 Walnut St, San Francisco, CA 94016,600.0
127734,201741,20in Monitor,1.0,109.99,05/26/19,977 Sunset St, New York City, NY 10001,109.99
127735,201742,Wired Headphones,1.0,11.99,05/09/19,621 Hickory St, New York City, NY 10001,11.99
127736,201743,Lightning Charging Cable,1.0,14.95,05/04/19,148 Dogwood St, Portland, OR 97035,14.95
127737,201744,Apple Airpods Headphones,1.0,150.0,05/19/19,502 Walnut St, New York City, NY 10001,150.0
127738,201745,Lightning Charging Cable,1.0,14.95,05/08/19,475 Pine St, Seattle, WA 98101,14.95
127739,201746,Lightning Charging Cable,1.0,14.95,05/04/19,757 Spruce St, San Francisco, CA 94016,14.95
127740,201747,Wired Headphones,1.0,11.99,05/05/19,430 2nd St, San Francisco, CA 94016,11.99
127741,201748,Lightning Charging Cable,1.0,14.95,05/07/19,491 4th St, San Francisco, CA 94016,14.95
127742,201749,Bose SoundSport Headphones,1.0,99.99,05/12/19,13 Dogwood St, San Francisco, CA 94016,99.99
127743,201750,27in FHD Monitor,1.0,149.99,05/07/19,900 11th St, San Francisco, CA 94016,149.99
127744,201751,Lightning Charging Cable,1.0,14.95,05/09/19,590 13th St, Atlanta, GA 30301,14.95
127745,201752,Lightning Charging Cable,1.0,14.95,05/21/19,234 Elm St, Boston, MA 02215,14.95
127746,201753,iPhone,1.0,700.0,05/27/19,642 West St, Los Angeles, CA 90001,700.0
127747,201754,Apple Airpods Headphones,1.0,150.0,05/26/19,926 West St, Atlanta, GA 30301,150.0
127748,201755,AAA Batteries (4-pack),1.0,2.99,05/02/19,741 River St, Boston, MA 02215,2.99
127749,201756,27in FHD Monitor,1.0,149.99,05/05/19,390 Jefferson St, San Francisco, CA 94016,149.99
127750,201757,20in Monitor,1.0,109.99,05/31/19,388 Church St, Los Angeles, CA 90001,109.99
127751,201758,Lightning Charging Cable,1.0,14.95,05/05/19,753 River St, Seattle, WA 98101,14.95
127752,201759,Lightning Charging Cable,1.0,14.95,05/04/19,516 Park St, Portland, OR 97035,14.95
127753,201760,AAA Batteries (4-pack),1.0,2.99,05/30/19,322 Main St, Seattle, WA 98101,2.99
127754,201761,Lightning Charging Cable,1.0,14.95,05/15/19,355 Main St, Dallas, TX 75001,14.95
127755,201762,ThinkPad Laptop,1.0,999.99,05/31/19,435 Main St, Austin, TX 73301,999.99
127756,201763,iPhone,1.0,700.0,05/17/19,337 Wilson St, Seattle, WA 98101,700.0
127757,201764,Vareebadd Phone,1.0,400.0,05/26/19,944 South St, Boston, MA 02215,400.0
127758,201765,Macbook Pro Laptop,1.0,1700.0,05/11/19,336 Hill St, Seattle, WA 98101,1700.0
127759,201766,ThinkPad Laptop,1.0,999.99,05/23/19,293 River St, Atlanta, GA 30301,999.99
127760,201767,34in Ultrawide Monitor,1.0,379.99,05/20/19,408 Willow St, Boston, MA 02215,379.99
127761,201768,Lightning Charging Cable,1.0,14.95,05/26/19,957 Highland St, Atlanta, GA 30301,14.95
127762,201769,Bose SoundSport Headphones,1.0,99.99,05/07/19,196 Jefferson St, San Francisco, CA 94016,99.99
127763,201770,20in Monitor,1.0,109.99,05/17/19,292 Jackson St, Portland, ME 04101,109.99
127764,201771,20in Monitor,1.0,109.99,05/01/19,491 2nd St, San Francisco, CA 94016,109.99
127765,201772,34in Ultrawide Monitor,1.0,379.99,05/20/19,443 9th St, Dallas, TX 75001,379.99
127766,201773,Bose SoundSport Headphones,1.0,99.99,05/02/19,441 Highland St, New York City, NY 10001,99.99
127767,201774,27in 4K Gaming Monitor,1.0,389.99,05/21/19,44 11th St, Seattle, WA 98101,389.99
127768,201775,Google Phone,1.0,600.0,05/23/19,879 Elm St, Portland, OR 97035,600.0
127769,201775,USB-C Charging Cable,1.0,11.95,05/23/19,879 Elm St, Portland, OR 97035,11.95
127770,201775,Wired Headphones,1.0,11.99,05/23/19,879 Elm St, Portland, OR 97035,11.99
127771,201776,USB-C Charging Cable,1.0,11.95,05/14/19,726 Elm St, San Francisco, CA 94016,11.95
127772,201777,27in 4K Gaming Monitor,1.0,389.99,05/14/19,314 4th St, Atlanta, GA 30301,389.99
127773,201778,USB-C Charging Cable,1.0,11.95,05/19/19,284 Maple St, Boston, MA 02215,11.95
127774,201779,Flatscreen TV,1.0,300.0,05/07/19,997 Walnut St, Boston, MA 02215,300.0
127775,201780,Wired Headphones,1.0,11.99,05/29/19,921 Meadow St, Portland, ME 04101,11.99
127776,201781,Google Phone,1.0,600.0,05/06/19,874 6th St, San Francisco, CA 94016,600.0
127777,201782,34in Ultrawide Monitor,1.0,379.99,05/30/19,534 North St, San Francisco, CA 94016,379.99
127778,201783,AAA Batteries (4-pack),1.0,2.99,05/05/19,148 Washington St, San Francisco, CA 94016,2.99
127779,201784,Lightning Charging Cable,1.0,14.95,05/16/19,707 Maple St, New York City, NY 10001,14.95
127780,201785,AAA Batteries (4-pack),2.0,2.99,05/14/19,208 Sunset St, San Francisco, CA 94016,5.98
127781,201786,27in FHD Monitor,1.0,149.99,05/30/19,187 11th St, Los Angeles, CA 90001,149.99
127782,201787,27in FHD Monitor,1.0,149.99,05/14/19,241 Cherry St, San Francisco, CA 94016,149.99
127783,201788,AAA Batteries (4-pack),1.0,2.99,05/20/19,9 Lakeview St, Dallas, TX 75001,2.99
127784,201789,34in Ultrawide Monitor,1.0,379.99,05/30/19,805 Church St, Atlanta, GA 30301,379.99
127785,201789,iPhone,1.0,700.0,05/30/19,805 Church St, Atlanta, GA 30301,700.0
127786,201790,Lightning Charging Cable,1.0,14.95,05/28/19,335 11th St, Los Angeles, CA 90001,14.95
127787,201791,Wired Headphones,1.0,11.99,05/28/19,896 12th St, Portland, OR 97035,11.99
127788,201792,Lightning Charging Cable,1.0,14.95,05/20/19,52 Dogwood St, Los Angeles, CA 90001,14.95
127789,201792,USB-C Charging Cable,1.0,11.95,05/20/19,52 Dogwood St, Los Angeles, CA 90001,11.95
127790,201793,Apple Airpods Headphones,1.0,150.0,05/20/19,440 River St, San Francisco, CA 94016,150.0
127791,201794,Apple Airpods Headphones,1.0,150.0,05/28/19,447 North St, New York City, NY 10001,150.0
127792,201795,Wired Headphones,1.0,11.99,05/27/19,385 8th St, Dallas, TX 75001,11.99
127793,201796,Wired Headphones,2.0,11.99,05/19/19,483 4th St, Boston, MA 02215,23.98
127794,201797,27in 4K Gaming Monitor,1.0,389.99,05/05/19,216 Jefferson St, New York City, NY 10001,389.99
127795,201798,iPhone,1.0,700.0,05/05/19,488 Chestnut St, Los Angeles, CA 90001,700.0
127796,201798,Lightning Charging Cable,1.0,14.95,05/05/19,488 Chestnut St, Los Angeles, CA 90001,14.95
127797,201799,27in FHD Monitor,1.0,149.99,05/08/19,976 Jefferson St, Dallas, TX 75001,149.99
127798,201800,USB-C Charging Cable,2.0,11.95,05/14/19,645 Highland St, San Francisco, CA 94016,23.9
127799,201801,USB-C Charging Cable,1.0,11.95,05/22/19,504 14th St, New York City, NY 10001,11.95
127800,201802,Vareebadd Phone,1.0,400.0,05/19/19,965 Sunset St, New York City, NY 10001,400.0
127801,201802,USB-C Charging Cable,1.0,11.95,05/19/19,965 Sunset St, New York City, NY 10001,11.95
127802,201803,USB-C Charging Cable,1.0,11.95,05/20/19,450 9th St, Seattle, WA 98101,11.95
127803,201804,Lightning Charging Cable,1.0,14.95,05/26/19,399 Highland St, Los Angeles, CA 90001,14.95
127804,201805,AAA Batteries (4-pack),4.0,2.99,05/05/19,579 4th St, Austin, TX 73301,11.96
127805,201806,ThinkPad Laptop,1.0,999.99,05/23/19,642 Ridge St, Los Angeles, CA 90001,999.99
127806,201807,Bose SoundSport Headphones,1.0,99.99,05/28/19,579 Highland St, Boston, MA 02215,99.99
127807,201808,34in Ultrawide Monitor,1.0,379.99,05/28/19,258 8th St, Los Angeles, CA 90001,379.99
127808,201809,AAA Batteries (4-pack),2.0,2.99,05/04/19,908 Wilson St, Dallas, TX 75001,5.98
127809,201810,Wired Headphones,1.0,11.99,05/09/19,273 Lake St, San Francisco, CA 94016,11.99
127810,201811,Lightning Charging Cable,1.0,14.95,05/27/19,895 Sunset St, San Francisco, CA 94016,14.95
127811,201812,USB-C Charging Cable,1.0,11.95,05/22/19,137 Jefferson St, New York City, NY 10001,11.95
127812,201813,Apple Airpods Headphones,1.0,150.0,05/03/19,390 Forest St, Seattle, WA 98101,150.0
127813,201814,Google Phone,1.0,600.0,05/16/19,94 Elm St, San Francisco, CA 94016,600.0
127814,201815,USB-C Charging Cable,1.0,11.95,05/31/19,9 Lakeview St, New York City, NY 10001,11.95
127815,201816,Apple Airpods Headphones,1.0,150.0,05/16/19,520 Jefferson St, Atlanta, GA 30301,150.0
127816,201817,LG Dryer,1.0,600.0,05/07/19,573 South St, Seattle, WA 98101,600.0
127817,201818,Apple Airpods Headphones,1.0,150.0,05/28/19,871 Park St, Austin, TX 73301,150.0
127818,201819,AAA Batteries (4-pack),1.0,2.99,05/05/19,454 Highland St, Atlanta, GA 30301,2.99
127819,201820,USB-C Charging Cable,1.0,11.95,05/08/19,915 Sunset St, San Francisco, CA 94016,11.95
127820,201821,Wired Headphones,1.0,11.99,05/23/19,716 Lake St, San Francisco, CA 94016,11.99
127821,201822,Lightning Charging Cable,1.0,14.95,05/22/19,775 Walnut St, Portland, OR 97035,14.95
127822,201823,Lightning Charging Cable,1.0,14.95,05/03/19,40 Jefferson St, Portland, OR 97035,14.95
127823,201824,ThinkPad Laptop,1.0,999.99,05/07/19,803 Washington St, San Francisco, CA 94016,999.99
127824,201825,AA Batteries (4-pack),3.0,3.84,05/11/19,172 4th St, San Francisco, CA 94016,11.52
127825,201826,LG Washing Machine,1.0,600.0,05/18/19,504 6th St, San Francisco, CA 94016,600.0
127826,201827,Bose SoundSport Headphones,1.0,99.99,05/15/19,794 Adams St, Atlanta, GA 30301,99.99
127827,201828,USB-C Charging Cable,1.0,11.95,05/02/19,679 River St, Portland, OR 97035,11.95
127828,201829,AA Batteries (4-pack),4.0,3.84,05/09/19,628 Lincoln St, Dallas, TX 75001,15.36
127829,201830,AAA Batteries (4-pack),2.0,2.99,05/26/19,812 13th St, Los Angeles, CA 90001,5.98
127830,201831,AAA Batteries (4-pack),2.0,2.99,05/15/19,692 Ridge St, Dallas, TX 75001,5.98
127831,201832,iPhone,1.0,700.0,05/09/19,278 Adams St, San Francisco, CA 94016,700.0
127832,201833,ThinkPad Laptop,1.0,999.99,05/22/19,37 Lincoln St, New York City, NY 10001,999.99
127833,201834,AA Batteries (4-pack),1.0,3.84,05/10/19,730 6th St, Portland, OR 97035,3.84
127834,201835,AAA Batteries (4-pack),1.0,2.99,05/02/19,86 Elm St, San Francisco, CA 94016,2.99
127835,201836,AA Batteries (4-pack),2.0,3.84,05/14/19,631 9th St, Boston, MA 02215,7.68
127836,201837,AAA Batteries (4-pack),1.0,2.99,05/20/19,883 Pine St, Atlanta, GA 30301,2.99
127837,201838,AA Batteries (4-pack),1.0,3.84,05/14/19,325 Johnson St, Boston, MA 02215,3.84
127838,201839,USB-C Charging Cable,1.0,11.95,05/07/19,195 Ridge St, Portland, OR 97035,11.95
127839,201840,20in Monitor,1.0,109.99,05/20/19,778 10th St, Dallas, TX 75001,109.99
127840,201841,Lightning Charging Cable,1.0,14.95,05/22/19,182 7th St, New York City, NY 10001,14.95
127841,201842,Macbook Pro Laptop,1.0,1700.0,05/02/19,791 Maple St, San Francisco, CA 94016,1700.0
127842,201843,27in FHD Monitor,1.0,149.99,05/10/19,985 Forest St, San Francisco, CA 94016,149.99
127843,201844,AAA Batteries (4-pack),5.0,2.99,05/18/19,13 Jackson St, Seattle, WA 98101,14.950000000000001
127844,201845,Flatscreen TV,1.0,300.0,05/25/19,242 Elm St, Portland, OR 97035,300.0
127845,201846,AA Batteries (4-pack),2.0,3.84,05/17/19,162 8th St, Atlanta, GA 30301,7.68
127846,201847,Lightning Charging Cable,1.0,14.95,05/06/19,196 Maple St, Portland, OR 97035,14.95
127847,201848,27in 4K Gaming Monitor,1.0,389.99,05/18/19,477 10th St, Boston, MA 02215,389.99
127848,201849,27in FHD Monitor,1.0,149.99,05/24/19,890 Highland St, Boston, MA 02215,149.99
127849,201850,AA Batteries (4-pack),1.0,3.84,05/04/19,162 Jackson St, Atlanta, GA 30301,3.84
127850,201851,Wired Headphones,1.0,11.99,05/07/19,546 Meadow St, San Francisco, CA 94016,11.99
127851,201852,34in Ultrawide Monitor,1.0,379.99,05/31/19,33 14th St, New York City, NY 10001,379.99
127852,201853,Lightning Charging Cable,1.0,14.95,05/11/19,63 South St, Los Angeles, CA 90001,14.95
127853,201854,Google Phone,1.0,600.0,05/27/19,472 North St, Boston, MA 02215,600.0
127854,201855,USB-C Charging Cable,1.0,11.95,05/14/19,830 Dogwood St, Dallas, TX 75001,11.95
127855,201856,Apple Airpods Headphones,1.0,150.0,05/24/19,758 14th St, Los Angeles, CA 90001,150.0
127856,201857,27in 4K Gaming Monitor,1.0,389.99,05/07/19,731 Johnson St, San Francisco, CA 94016,389.99
127857,201858,Wired Headphones,2.0,11.99,05/02/19,204 River St, Boston, MA 02215,23.98
127858,201859,AA Batteries (4-pack),1.0,3.84,05/13/19,139 Chestnut St, Los Angeles, CA 90001,3.84
127859,201860,Macbook Pro Laptop,1.0,1700.0,05/03/19,285 South St, Portland, OR 97035,1700.0
127860,201861,AA Batteries (4-pack),2.0,3.84,05/30/19,896 5th St, Seattle, WA 98101,7.68
127861,201862,USB-C Charging Cable,1.0,11.95,05/11/19,989 Jackson St, Los Angeles, CA 90001,11.95
127862,201863,27in FHD Monitor,1.0,149.99,05/08/19,67 Madison St, San Francisco, CA 94016,149.99
127863,201864,Apple Airpods Headphones,1.0,150.0,05/28/19,811 Highland St, Dallas, TX 75001,150.0
127864,201865,AA Batteries (4-pack),1.0,3.84,05/30/19,788 Elm St, Seattle, WA 98101,3.84
127865,201866,Lightning Charging Cable,1.0,14.95,05/10/19,536 Hill St, Atlanta, GA 30301,14.95
127866,201867,34in Ultrawide Monitor,1.0,379.99,05/27/19,281 Ridge St, San Francisco, CA 94016,379.99
127867,201868,Wired Headphones,1.0,11.99,05/16/19,440 Lincoln St, San Francisco, CA 94016,11.99
127868,201869,AAA Batteries (4-pack),1.0,2.99,05/14/19,759 Lakeview St, Los Angeles, CA 90001,2.99
127869,201870,LG Washing Machine,1.0,600.0,05/29/19,288 4th St, Boston, MA 02215,600.0
127870,201871,Bose SoundSport Headphones,1.0,99.99,05/10/19,645 West St, New York City, NY 10001,99.99
127871,201872,Lightning Charging Cable,1.0,14.95,05/05/19,349 Sunset St, Boston, MA 02215,14.95
127872,201873,Wired Headphones,1.0,11.99,05/12/19,971 8th St, San Francisco, CA 94016,11.99
127873,201874,27in 4K Gaming Monitor,1.0,389.99,05/07/19,232 5th St, New York City, NY 10001,389.99
127874,201875,34in Ultrawide Monitor,1.0,379.99,05/16/19,120 Cherry St, New York City, NY 10001,379.99
127875,201876,Wired Headphones,1.0,11.99,05/28/19,929 West St, San Francisco, CA 94016,11.99
127876,201877,Apple Airpods Headphones,1.0,150.0,05/10/19,770 Wilson St, San Francisco, CA 94016,150.0
127877,201878,Google Phone,1.0,600.0,05/10/19,827 Lakeview St, Seattle, WA 98101,600.0
127878,201879,Apple Airpods Headphones,1.0,150.0,05/11/19,732 Lake St, Los Angeles, CA 90001,150.0
127879,201880,Macbook Pro Laptop,1.0,1700.0,05/19/19,188 South St, Dallas, TX 75001,1700.0
127880,201881,Wired Headphones,1.0,11.99,05/16/19,150 Lakeview St, Portland, OR 97035,11.99
127881,201882,34in Ultrawide Monitor,1.0,379.99,05/17/19,919 7th St, San Francisco, CA 94016,379.99
127882,201883,Apple Airpods Headphones,1.0,150.0,05/21/19,919 Cherry St, Los Angeles, CA 90001,150.0
127883,201884,Lightning Charging Cable,1.0,14.95,05/23/19,938 6th St, New York City, NY 10001,14.95
127884,201885,Lightning Charging Cable,3.0,14.95,05/22/19,18 Spruce St, Austin, TX 73301,44.849999999999994
127885,201886,Flatscreen TV,1.0,300.0,05/07/19,223 Washington St, Atlanta, GA 30301,300.0
127886,201887,Apple Airpods Headphones,1.0,150.0,05/14/19,419 Pine St, Portland, OR 97035,150.0
127887,201888,USB-C Charging Cable,1.0,11.95,05/01/19,514 5th St, Atlanta, GA 30301,11.95
127888,201889,Wired Headphones,3.0,11.99,05/01/19,849 1st St, Atlanta, GA 30301,35.97
127889,201890,Lightning Charging Cable,1.0,14.95,05/14/19,190 River St, Los Angeles, CA 90001,14.95
127890,201891,AAA Batteries (4-pack),1.0,2.99,05/20/19,228 Walnut St, Seattle, WA 98101,2.99
127891,201892,AAA Batteries (4-pack),1.0,2.99,05/28/19,96 Adams St, Los Angeles, CA 90001,2.99
127892,201893,AAA Batteries (4-pack),1.0,2.99,05/28/19,565 Adams St, San Francisco, CA 94016,2.99
127893,201894,27in FHD Monitor,1.0,149.99,05/25/19,286 5th St, Los Angeles, CA 90001,149.99
127894,201895,Wired Headphones,1.0,11.99,05/03/19,629 Lake St, Austin, TX 73301,11.99
